ObjectID,GlobalID,CreationDate,Creator,EditDate,Editor,Your name,What is the date and time of collection?,Where are you recording the point?,"Are there no crops (fallow or pasture), one crop, or multiple crops growing in the field?",Which crop(s) are present in the field?,Other - Which crop(s) are present in the field?,"[OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?","Other - [OPTIONAL] If you selected multiple crops in the previous question, is there a dominant crop?",[OPTIONAL] Additional notes,x,y
520,97614439-7e5d-4262-b32f-886850c7ec67,4/10/2023 9:29:52 PM,,4/10/2023 9:29:52 PM,,Jayleen ,,Inside the field,Home garden or irregular,"kalo_(taro)_-_mala_(dryland),vegetables_(e.g._leafy_greens_c",,,,Were some windbreak crops,-156.917673026936,20.8161607578878
521,12553dfe-3273-4ed4-91db-1b6de974388c,4/10/2023 9:31:16 PM,,4/10/2023 9:31:16 PM,,Jayleen,,Inside the field,Pasture,,,,,"Pasture land but some plants are starting to grow

",-156.92265465552,20.8268381927527
522,90800d6b-dac1-46e5-8b86-a46f459ebd24,4/10/2023 9:32:31 PM,,4/10/2023 9:32:31 PM,,Jayleen ,,On the edge of the field,One crop,macadamia_nut,,,,Macademia nut farms ,-156.922607916847,20.8268574550877
523,7a5ce213-191b-46cb-a960-76d99585ede9,4/10/2023 9:33:17 PM,,4/10/2023 9:33:17 PM,,Jayleen ,,Inside the field,Multiple crops,"`ulu_(breadfruit),avocado,other,tropical_fruits",,other,Lemons ,,-156.922704930922,20.8268693308353
524,d8192f75-df15-4d88-852d-6c7c59998ef5,4/13/2023 3:05:00 AM,,4/13/2023 3:05:00 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,The farm crop-rotates often and uses mushroom straw to fertilize ,-156.286028887102,20.8154760369445
525,391f706c-df6b-43a2-a157-8c08f2594ea3,4/13/2023 3:05:09 AM,,4/13/2023 3:05:09 AM,,Carter Rosenthal,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,,-156.286080785999,20.8155649208396
526,ab05d1cd-ecc6-436c-a9db-10e2016a48a7,4/13/2023 3:05:18 AM,,4/13/2023 3:05:18 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,,,,,Blend of different types of lettuce.,-156.286092376299,20.8156181041923
527,7972bac3-bb6f-49e5-933e-d70482ca7270,4/13/2023 3:05:28 AM,,4/13/2023 3:05:28 AM,,Carter Rosenthal,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,5 beds of carrots,-156.286109255918,20.8156451555229
528,7dd834e7-6ff2-409e-857c-4a70ea076040,4/13/2023 3:05:34 AM,,4/13/2023 3:05:34 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,Parsnips,,,,-156.286125645855,20.8157074522744
529,1e1f2b97-08b9-4d2a-b2ed-139143cf8e7c,4/13/2023 3:05:44 AM,,4/13/2023 3:05:44 AM,,Carter Rosenthal,,On the edge of the field,One crop,other,Potato,,,"Excessive rain (40+ inches in the winter) gave many of the potatoes blight, lowering the crop yield.",-156.286167478536,20.8157878503204
530,a5d5f7f3-0e65-4edd-b0ab-fb5ebb73bf8a,4/13/2023 3:05:53 AM,,4/13/2023 3:05:53 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"Kale, yellow onions",,,,-156.286148142096,20.8158200361699
531,f6ccc9a6-630d-46a1-9d89-991055405a4f,4/13/2023 3:06:02 AM,,4/13/2023 3:06:02 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,"vegetables_(e.g._leafy_greens_c,other","Beats, scallions, head lettuce, other greens ",,,,-156.286246467341,20.8159946181484
532,d88c98bf-f9d8-46b1-a2b0-9c862ce1716f,4/13/2023 3:06:12 AM,,4/13/2023 3:06:12 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"4 beds of Leach, 6 beds of onion",,,,-156.286300033422,20.8160894651399
533,f7b73510-bf72-4b6c-b8c2-46ad5d0b5c7b,4/13/2023 3:06:15 AM,,4/13/2023 3:06:15 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,"Arugula, mixed-green",-156.285670303774,20.8157094033085
534,f4c593ce-9b6b-43fd-9736-885fac7eaf23,4/13/2023 3:06:17 AM,,4/13/2023 3:06:17 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,vegetables_(e.g._leafy_greens_c,,,,Salad and Arugala,-156.285641329433,20.8156299141275
535,edb8f781-a062-4726-80bb-97cac0923bdb,4/13/2023 3:06:19 AM,,4/13/2023 3:06:19 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,"other,vegetables_(e.g._leafy_greens_c","Turnips, beats, carrots",,,,-156.285530814978,20.8155496167485
536,6f9a0ebb-7e94-4aba-abf5-7fbfbad925e5,4/13/2023 3:06:27 AM,,4/13/2023 3:06:27 AM,,Carter Rosenthal,,On the edge of the field,Multiple crops,other,"Snap peas, artichoke, onions, mixed greens",,,,-156.285797814742,20.8153890729258
537,0586e4bb-1840-49ef-b868-f75590fdd590,4/13/2023 6:43:18 AM,,4/13/2023 6:43:18 AM,,jerry,,On the edge of the field,Multiple crops,"other,mai`a_(banana)","potato, salad kale; carrots purple + white dicon rotated regularly",,,mostly salad stuff rotating regulaly. tomatoand cucumber in hi tunnels in summer,-156.28618146,20.81576011
538,588de1e3-9325-44f3-8aa4-c3ba0e59d367,4/13/2023 6:43:20 AM,,4/13/2023 6:43:20 AM,,jerry,,On the edge of the field,Pasture,,,,,,-156.22178767,20.89828376
539,69cdb7d5-26ff-4015-b30c-1fd898961626,4/13/2023 6:43:22 AM,,4/13/2023 6:43:22 AM,,jerry,,Inside the field,Pasture,,,,,,-156.22160359,20.89853971
540,cc4eef11-1303-4273-b6ba-aedcf13c2700,4/13/2023 6:43:23 AM,,4/13/2023 6:43:23 AM,,jerry,,Inside the field,Multiple crops,"macadamia_nut,mai`a_(banana),`ulu_(breadfruit)",,,,,-156.0360324,20.79829214
541,90c65eec-e5bb-40ba-946e-f69d182fa025,4/13/2023 6:43:26 AM,,4/13/2023 6:43:26 AM,,jerry,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),macadamia_nut,niu_(coconut)",,,,,-156.03602853,20.79774284
542,dcb81dac-bf17-45f0-8973-cd72a784fded,4/13/2023 6:43:27 AM,,4/13/2023 6:43:27 AM,,jerry,,Inside the field,Multiple crops,"niu_(coconut),mai`a_(banana),tropical_fruits,avocado,other",acai,,,,-156.03592209,20.79737797
543,f34233ff-2fdd-4680-8063-1ae7ab5babb3,4/13/2023 6:43:29 AM,,4/13/2023 6:43:29 AM,,jerry,,Inside the field,Multiple crops,"`uala_(sweet_potato),niu_(coconut),mai`a_(banana),pineapple,tropical_fruits,other",lilikoi,,,,-156.02291766,20.79165857
544,7e9ca715-a1de-48b3-8625-37f7b0e77820,4/13/2023 6:43:31 AM,,4/13/2023 6:43:31 AM,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),`ulu_(breadfruit),niu_(coconut),mai`a_(banana),`uala_(sweet_potato),tropical_fruits,sugarcane",,,,,-156.03785373,20.80422861
545,080919d8-0afa-4c2e-925b-078e2a73bb2e,4/13/2023 9:00:42 PM,,4/13/2023 9:00:42 PM,,Rennan,,On the edge of the field,Fallow,,,,,,-156.922053351626,20.8175529331131
546,f841ae47-2347-40eb-a2fc-faaa274ebd34,4/13/2023 9:01:06 PM,,4/13/2023 9:01:06 PM,,Rennan,,On the edge of the field,Multiple crops,"vegetables_(e.g._leafy_greens_c,kalo_(taro)_-_mala_(dryland)",,,,,-156.922039358935,20.8175822382519
547,02d0c343-0389-4421-857d-00f51449af28,4/13/2023 9:01:31 PM,,4/13/2023 9:01:31 PM,,Rennan,,On the edge of the field,One crop,other,Dragon fruit ,,,,-156.951392730852,20.7988947810825
548,f63eeebb-7739-4771-8517-0ba50927539e,4/13/2023 9:02:02 PM,,4/13/2023 9:02:02 PM,,Rennan ,,Inside the field,One crop,other,Lemons ,,,,-156.951026968692,20.7977594358218
549,9b0640bc-dc72-4a75-9421-5b871c372d4e,4/13/2023 9:02:36 PM,,4/13/2023 9:02:36 PM,,Rennan,,Inside the field,One crop,other,Tree,,,,-156.894479122408,20.7936464019136
550,3da3bf8d-86f8-4a72-a079-2d28c04e951d,4/13/2023 9:03:11 PM,,4/13/2023 9:03:11 PM,,Rennan,,On the edge of the field,One crop,"mai`a_(banana),niu_(coconut)",,,,,-156.894578762895,20.7931269273908
551,a05a2699-5fb1-4553-aa96-ef3dc6a776ea,4/13/2023 9:03:29 PM,,4/13/2023 9:03:29 PM,,Rennan,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.894695454518,20.7933889335942
552,668dc634-9212-4350-b702-9964424e6ce8,4/14/2023 7:13:21 PM,,4/14/2023 7:13:21 PM,,Ervina,,Inside the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana),tropical_fruits,vegetables_(e.g._leafy_greens_c",,other,Dragon Fruits,,-156.951043700442,20.7982051280256
553,d4d43646-7f42-42c3-a2db-ca0720a567d5,4/14/2023 7:13:24 PM,,4/14/2023 7:13:24 PM,,Ervina,,Inside the field,Multiple crops,tropical_fruits,,,,,-156.951043700442,20.7982049610226
554,12004396-461e-48d9-a472-6838268e4063,4/14/2023 7:13:26 PM,,4/14/2023 7:13:26 PM,,Ervina,,Inside the field,Multiple crops,tropical_fruits,,,,,-156.949673468439,20.7905701052882
555,86bd3757-9abf-482b-9af9-ee7672b02401,4/14/2023 7:13:28 PM,,4/14/2023 7:13:28 PM,,Ervina ,,Inside the field,Multiple crops,"other,tropical_fruits",Soursop,,,,-156.949673461947,20.7905700691756
556,7157d3cd-fc8d-4003-a4a5-28446b3ba9f5,4/14/2023 7:13:30 PM,,4/14/2023 7:13:30 PM,,Ervina ,,Inside the field,Multiple crops,"avocado,tropical_fruits",,,,,-156.949673461901,20.7905700689188
557,db6fde84-db43-4b33-b079-1aca4d8e8187,4/14/2023 7:13:32 PM,,4/14/2023 7:13:32 PM,,Ervina ,,Inside the field,Fallow,,,,,,-156.949673461915,20.790570068999
558,4e4f94de-7795-4f09-ae8d-569d380b830b,4/14/2023 7:13:34 PM,,4/14/2023 7:13:34 PM,,Ervina ,,Inside the field,Multiple crops,tropical_fruits,,tropical fruits,,,-156.949673461909,20.7905700689641
559,9272abbb-d6cf-432a-9cbb-b9b58ac4d082,4/16/2023 10:53:24 PM,,4/16/2023 10:53:24 PM,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.98918399,20.73277403
560,09e99161-4741-49d3-afae-5c4214904913,4/16/2023 10:53:28 PM,,4/16/2023 10:53:28 PM,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.98887793,20.73303577
561,75d32ea1-04a6-40a4-8421-13b8ace0ea97,4/16/2023 10:53:31 PM,,4/16/2023 10:53:31 PM,,Mary,,On the edge of the field,One crop,`ulu_(breadfruit),,,,Hana Ranch,-155.9880768,20.7338355
562,0eb5bccb-6366-4730-b923-f75bb1bdc6ec,4/16/2023 10:53:35 PM,,4/16/2023 10:53:35 PM,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,Hana Ranch,-155.98761324,20.7341071
563,d2b878f5-d965-4c00-9bab-85a0d05383a5,4/16/2023 10:53:38 PM,,4/16/2023 10:53:38 PM,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,,-156.00168624,20.69579571
564,976da58a-c187-428b-bc1e-ab3a57eeb4b1,4/16/2023 10:53:41 PM,,4/16/2023 10:53:41 PM,,Mary,,On the edge of the field,Multiple crops,"`ulu_(breadfruit),mai`a_(banana)",,,,,-156.0017847,20.69570316
565,7a151bc5-4e7f-4c62-b78a-a7674d420c92,4/16/2023 10:53:44 PM,,4/16/2023 10:53:44 PM,,Mary,,Inside the field,Multiple crops,"mai`a_(banana),niu_(coconut),`ulu_(breadfruit)",,,,,-156.04918824,20.66712731
566,cb9b67c6-8e86-4b7f-86ab-ade95920f892,4/16/2023 10:53:48 PM,,4/16/2023 10:53:48 PM,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),mai`a_(banana)",,,,,-156.0492897,20.66700188
567,33d62b48-ff2f-468b-bf08-259397d7d04e,4/16/2023 10:53:51 PM,,4/16/2023 10:53:51 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04946335,20.66697039
568,c46e9e3b-8fe7-453d-8b67-8d1d5741d983,4/16/2023 10:53:55 PM,,4/16/2023 10:53:55 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04961359,20.66685786
569,2d563915-60f8-4ce8-9a83-93637cffa932,4/16/2023 10:53:59 PM,,4/16/2023 10:53:59 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04961333,20.66685795
570,04952ef7-9413-4054-a5a3-a5abc4ebce2f,4/16/2023 10:54:03 PM,,4/16/2023 10:54:03 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.0497373,20.66672957
571,07c0e5af-9b15-43c1-8386-a496ea363909,4/16/2023 10:54:07 PM,,4/16/2023 10:54:07 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04972589,20.66676269
572,f47b4400-ab7d-407b-be97-59ab3006e208,4/16/2023 10:54:11 PM,,4/16/2023 10:54:11 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04947731,20.66685527
573,c97a5af6-a003-40be-8714-ec8b17bf5ded,4/16/2023 10:54:15 PM,,4/16/2023 10:54:15 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04939283,20.66676007
574,c9a958e3-c94a-404b-8e85-e21569928b50,4/16/2023 10:54:17 PM,,4/16/2023 10:54:17 PM,,Maty,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04954614,20.66661884
575,58068978-b754-490a-99ce-6056be87b060,4/16/2023 10:54:25 PM,,4/16/2023 10:54:25 PM,,Mary,,Inside the field,Fallow,,,,,,-156.04947526,20.66658206
576,76ffe822-68ff-472b-a3bd-752c6baa35ff,4/16/2023 10:54:30 PM,,4/16/2023 10:54:30 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04937008,20.66653086
577,5233980e-fe25-4557-b82f-8c3efba1aee8,4/16/2023 10:54:33 PM,,4/16/2023 10:54:33 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04926643,20.66659597
578,69d74a32-9fa2-491d-8413-703f83b68e42,4/16/2023 10:54:36 PM,,4/16/2023 10:54:36 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04923822,20.6666347
579,2a6ac619-07e3-48c6-bb9b-adf82f949c76,4/16/2023 10:54:39 PM,,4/16/2023 10:54:39 PM,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),mai`a_(banana)",,,,,-156.04931407,20.66666406
580,b1c404eb-35e8-43f0-b21c-97b450c9429d,4/16/2023 10:54:45 PM,,4/16/2023 10:54:45 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,,-156.04926935,20.66681237
581,6a0b28f3-d892-49ae-a6eb-1bf8cb6f6f70,4/16/2023 10:54:47 PM,,4/16/2023 10:54:47 PM,,Mary,,Inside the field,One crop,kalo_(taro)_-_loʻi_(wetland),,,,Sold at taro festival and value-added poi in local certified kitchen,-156.04933659,20.66700851
582,34cc43e8-eeee-49eb-b375-bfaf87bf8f1b,4/16/2023 10:54:51 PM,,4/16/2023 10:54:51 PM,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),`ulu_(breadfruit),mai`a_(banana)",,,,,-156.04930724,20.66679553
583,603edf1d-9993-4547-8d09-8054639ad21a,4/16/2023 10:54:53 PM,,4/16/2023 10:54:53 PM,,Mary,,Inside the field,One crop,other,Mountain apple,,,,-156.04926878,20.66700359
584,b71814a3-7c82-4c26-976a-316a22e4efe9,4/16/2023 10:54:58 PM,,4/16/2023 10:54:58 PM,,Mary,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),sugarcane,mai`a_(banana),`ulu_(breadfruit)",,,,,-156.04935043,20.66692672
585,313e142b-3393-4a49-8ceb-b9bae2d0f4f9,4/16/2023 10:55:01 PM,,4/16/2023 10:55:01 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03720248,20.79944537
586,820925f0-35e7-4f3e-83a2-26b76ee948ae,4/16/2023 10:55:05 PM,,4/16/2023 10:55:05 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,'Ulu grove,-156.03791588,20.79894829
587,9181a965-690a-4638-929c-179bc68fdb74,4/16/2023 10:55:07 PM,,4/16/2023 10:55:07 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,'Ulu grove,-156.03803813,20.79905094
588,41791180-ac37-4d46-9783-cf588ebb459a,4/16/2023 10:55:11 PM,,4/16/2023 10:55:11 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03834329,20.79916432
589,7e3e38a7-fec0-4a2c-a1a9-89faf5261663,4/16/2023 10:55:14 PM,,4/16/2023 10:55:14 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03883633,20.79929285
590,9bdfd947-0b98-4ee0-b4a9-5a70eaa862c3,4/16/2023 10:55:17 PM,,4/16/2023 10:55:17 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03910777,20.79938116
591,ffc623ae-ad21-40f9-ac00-11b9c778ca5c,4/16/2023 10:55:25 PM,,4/16/2023 10:55:25 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03947166,20.79948826
592,7c7916aa-af3b-4bc1-b427-597bcad80e5b,4/16/2023 10:55:28 PM,,4/16/2023 10:55:28 PM,,Mary,,Inside the field,One crop,`ulu_(breadfruit),,,,,-156.03998807,20.79954651
593,7de4eb13-3ee9-4e1b-95c9-6084c08f1e3c,4/16/2023 10:55:32 PM,,4/16/2023 10:55:32 PM,,Mary,,On the edge of the field,One crop,sugarcane,,,,,-156.03725036,20.80425723
594,899088b6-7ca6-4dd2-9eb3-e3ea15dc3575,4/16/2023 10:55:34 PM,,4/16/2023 10:55:34 PM,,Mary,,On the edge of the field,One crop,kalo_(taro)_-_mala_(dryland),,,,,-156.03790672,20.80420783
595,b3037783-9317-4ac3-a6d1-525d6e8aea9d,4/16/2023 10:55:38 PM,,4/16/2023 10:55:38 PM,,Mary,,On the edge of the field,One crop,`uala_(sweet_potato),,,,,-156.03805571,20.80415954
596,44d40afa-2c5c-41db-8cc7-23c45ff46312,4/16/2023 10:55:41 PM,,4/16/2023 10:55:41 PM,,Mary,,On the edge of the field,One crop,other,'Olena,,,,-156.03810407,20.80402407
597,712ef094-52a0-4bdb-b517-62aef5e850d5,4/16/2023 10:55:45 PM,,4/16/2023 10:55:45 PM,,Mary,,On the edge of the field,One crop,other,'Awa,,,,-156.03816909,20.80412063
598,7e95ac90-865f-4921-897c-dfba6908ac4b,4/16/2023 10:55:47 PM,,4/16/2023 10:55:47 PM,,Mary,,On the edge of the field,One crop,niu_(coconut),,,,,-156.03835224,20.80503434
599,cbf8e6df-e55d-48d8-838e-abc9b8ada6c1,4/16/2023 10:55:51 PM,,4/16/2023 10:55:51 PM,,Mary,,Inside the field,One crop,niu_(coconut),,,,,-156.03857482,20.80538756
600,603f487c-8e76-4f3e-a2ab-dd52a8f222e7,4/16/2023 10:55:54 PM,,4/16/2023 10:55:54 PM,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.07127466,20.6501403
601,5f3b8512-bc4a-475e-a5ba-d5e65b724857,4/16/2023 10:55:56 PM,,4/16/2023 10:55:56 PM,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.07083644,20.6500559
602,3149adac-ec55-4b54-81e7-3c8c3607f809,4/16/2023 10:55:59 PM,,4/16/2023 10:55:59 PM,,Mary,,On the edge of the field,One crop,mai`a_(banana),,,,,-156.07198838,20.65032813
603,6ab6df77-a1c7-49af-a928-083c99c16457,4/17/2023 8:57:08 PM,,4/17/2023 8:57:08 PM,,Hershey Lei,,On the edge of the field,Multiple crops,"other,niu_(coconut),`ulu_(breadfruit)",cassava and alo,not applicable,,,-156.89292247713,20.7928640125002
604,d24a86f7-b771-480a-96e0-72e17c482a5b,4/17/2023 8:57:14 PM,,4/17/2023 8:57:14 PM,,Hershey Lei,,Inside the field,Multiple crops,"`ulu_(breadfruit),kalo_(taro)_-_mala_(dryland),sugarcane,mai`a_(banana),`uala_(sweet_potato),other","Mamaki, chaya, and tapioca",not applicable,,"— Not irrigated YET on the farm (tying in irrigation soon)
— EXTREME temperature differences (look at where you stay, know where the wind and rain comes from, how you position everything)
— Much access to water (many systems for water) 
— Fenced off (internal and external)
— Organically grown — Natural farming 
— Many weeds
— Many pests (rats, deer, birds, cats, dogs, Hawaiian owls)
— Technology is used (data collector, systems for holding information, resources)",-156.894581192967,20.7934945667197
605,03771869-aa84-45f0-9b59-1a51c3f0e2bd,4/22/2023 8:31:07 PM,,4/22/2023 8:31:07 PM,,Anna G,,Inside the field,One crop,macadamia_nut,,,,"Nearly 200 acres of max nuts, much more acreage available but needs to be cleared out first. Plans of doing so.",-156.510731320891,20.9213866058095
606,44e0a429-f691-4576-89e0-788d39926d98,4/22/2023 8:35:28 PM,,4/22/2023 8:35:28 PM,,Anna G,,Inside the field,One crop,macadamia_nut,,,,Picture is of a row of macadamia nut trees.,-156.510935127592,20.9219861782267
607,25866f10-e44c-442f-b2a0-5bc5abb53d78,4/22/2023 9:56:25 PM,,4/22/2023 9:56:25 PM,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),macadamia_nut",,,,lower 19 acres in variety of family farms; 200 acres of macnuthas been fallow for a year; upper area is conservation district with ancient kalo being restored. 16y organic certified.,-156.50818659,20.91860331
608,39c52d8f-bcb4-41ae-a26a-b8a4784e8f38,4/22/2023 9:56:48 PM,,4/22/2023 9:56:48 PM,,jerry,,Inside the field,Multiple crops,"kalo_(taro)_-_loʻi_(wetland),kalo_(taro)_-_mala_(dryland),macadamia_nut,tropical_fruits,other",java plum in puc,,,,-156.51096194,20.92193673
609,20dd6a27-798e-49e8-9b09-0051ae3667ab,4/22/2023 9:56:56 PM,,4/22/2023 9:56:56 PM,,jerry,,Inside the field,Multiple crops,other,pic is top of 19 acre misc row crop family farms' dragon fruit `2 acre to left,,,,-156.5091699,20.91930809
610,e2860467-e361-4161-a9ae-c000529f4da1,4/23/2023 5:21:43 AM,,4/23/2023 5:21:43 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Kumu farms,-157.09336642,21.1374383
611,3e9f49e1-7e78-4ac0-b439-3c1469a993cb,4/23/2023 5:21:47 AM,,4/23/2023 5:21:47 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09346046,21.13732812
612,49aeaad3-f48d-4005-86d6-d371eedee3e0,4/23/2023 5:21:49 AM,,4/23/2023 5:21:49 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09351842,21.13719568
613,9af7b1e6-666a-49d1-b5df-5703a0325b32,4/23/2023 5:21:53 AM,,4/23/2023 5:21:53 AM,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.09271401,21.13733773
614,1077d3ae-1b0a-4a1b-96c0-eb30541ec392,4/23/2023 5:21:56 AM,,4/23/2023 5:21:56 AM,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.09258639,21.13731661
615,57bf2c6c-ea38-43d8-8c91-8148d6eb1b11,4/23/2023 5:22:01 AM,,4/23/2023 5:22:01 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09242156,21.13725377
616,f52ce461-b5e0-4b6e-b4e3-75038a10c830,4/23/2023 5:22:05 AM,,4/23/2023 5:22:05 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09231385,21.13719324
617,84894dc2-95ba-4245-b04e-554cab1162ed,4/23/2023 5:22:07 AM,,4/23/2023 5:22:07 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09189834,21.13716361
618,7092e6b9-78bc-4c39-be73-bddd92e8a616,4/23/2023 5:22:11 AM,,4/23/2023 5:22:11 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09170362,21.13713264
619,1cc34f1b-a95b-4372-ac74-ae4e19a70855,4/23/2023 5:22:15 AM,,4/23/2023 5:22:15 AM,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Kale,-157.09171163,21.13697686
620,8991dd82-698c-4f85-aea4-e52e3e1c8f47,4/23/2023 5:22:19 AM,,4/23/2023 5:22:19 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09189418,21.13695759
621,8414bc1d-f322-4b74-876f-e60897f9c271,4/23/2023 5:22:22 AM,,4/23/2023 5:22:22 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09218123,21.13708884
622,9c4a80fe-8042-4c96-bef5-3fffceaed6b9,4/23/2023 5:22:27 AM,,4/23/2023 5:22:27 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09258329,21.13718346
623,8e425e2b-a395-4533-b36b-4189b69199ea,4/23/2023 5:22:29 AM,,4/23/2023 5:22:29 AM,,Mary,,On the edge of the field,Multiple crops,"tropical_fruits,vegetables_(e.g._leafy_greens_c",,,,"Salad greens, papaya",-157.09274056,21.13753252
624,3b866feb-4080-452f-8130-78944d999ae4,4/23/2023 5:22:34 AM,,4/23/2023 5:22:34 AM,,Mary,,On the edge of the field,One crop,vegetables_(e.g._leafy_greens_c,,,,Salad greens,-157.09231112,21.13842239
625,70239925-e80c-4a38-abda-bc2b512ae86b,4/23/2023 5:22:37 AM,,4/23/2023 5:22:37 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09210531,21.13846474
626,1496eea4-319b-4bf1-b6ab-1b8c2766d3e0,4/23/2023 5:22:40 AM,,4/23/2023 5:22:40 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09262933,21.13908836
627,8b83fd19-1572-40de-b5f1-cf56415ff58b,4/23/2023 5:22:42 AM,,4/23/2023 5:22:42 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09257545,21.13952291
628,fb38d289-340f-40ba-932f-8afe9de7338f,4/23/2023 5:22:47 AM,,4/23/2023 5:22:47 AM,,Mary,,On the edge of the field,Fallow,,,,,,-157.09283506,21.13956935
629,a636fd2d-df2c-4d54-955e-46d18eb92809,4/23/2023 5:22:50 AM,,4/23/2023 5:22:50 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.0931895,21.13957157
630,ed150d24-039c-4f11-842a-8c324bce735e,4/23/2023 5:22:54 AM,,4/23/2023 5:22:54 AM,,Mary,,On the edge of the field,One crop,tropical_fruits,,,,Papaya,-157.09319998,21.13870622
